rating,private,turn_num,id,uploadtime,winner,p1_id,p2_id,p1_win,p2_win,p1_switch,p2_switch,faint_1,faint_2,faint_3,faint_4,faint_5,faint_6,faint_7,faint_8,faint_1_poke,faint_2_poke,faint_3_poke,faint_4_poke,faint_5_poke,faint_6_poke,faint_7_poke,faint_8_poke,p1_preview,p2_preview,p1_preview_1,p1_preview_2,p1_preview_3,p1_preview_4,p1_preview_5,p1_preview_6,p2_preview_1,p2_preview_2,p2_preview_3,p2_preview_4,p2_preview_5,p2_preview_6,p1_restricted,p2_restricted,p1_restricted_1,p1_restricted_2,p2_restricted_1,p2_restricted_2,p1_lead,p2_lead,p1_lead_1,p1_lead_2,p2_lead_1,p2_lead_2,p1_back,p2_back,p1_back_1,p1_back_2,p2_back_1,p2_back_2,p1_db_1_species,p1_db_1_faint,p1_db_1_move_count,p1_db_1_cant_count,p1_db_1_is_lead,p1_db_1_total_turns,p1_db_2_species,p1_db_2_faint,p1_db_2_move_count,p1_db_2_cant_count,p1_db_2_is_lead,p1_db_2_total_turns,p1_db_3_species,p1_db_3_faint,p1_db_3_move_count,p1_db_3_cant_count,p1_db_3_is_lead,p1_db_3_total_turns,p1_db_4_species,p1_db_4_faint,p1_db_4_move_count,p1_db_4_cant_count,p1_db_4_is_lead,p1_db_4_total_turns,p2_db_1_species,p2_db_1_faint,p2_db_1_move_count,p2_db_1_cant_count,p2_db_1_is_lead,p2_db_1_total_turns,p2_db_2_species,p2_db_2_faint,p2_db_2_move_count,p2_db_2_cant_count,p2_db_2_is_lead,p2_db_2_total_turns,p2_db_3_species,p2_db_3_faint,p2_db_3_move_count,p2_db_3_cant_count,p2_db_3_is_lead,p2_db_3_total_turns,p2_db_4_species,p2_db_4_faint,p2_db_4_move_count,p2_db_4_cant_count,p2_db_4_is_lead,p2_db_4_total_turns,t1_p1_poke_1,t1_p1_poke_2,t1_p2_poke_1,t1_p2_poke_2,t1_p1_move_1,t1_p1_move_2,t1_p2_move_1,t1_p2_move_2,t1_p1_mm1,t1_p1_mm2,t1_p2_mm1,t1_p2_mm2,t1_p1_switch,t1_p2_switch,t1_p1_cant,t1_p2_cant,t1_p1_faint,t1_p2_faint,t1_weather,t1_terrain_1,t1_terrain_2,t1_terrain_3,t1_terrain_4,t1_terrain_5,t1_p1_order_1,t1_p1_order_2,t1_p1_order_3,t1_p1_order_4,t1_p2_order_1,t1_p2_order_2,t1_p2_order_3,t1_p2_order_4,t1_p1_switch_in_1,t1_p1_switch_in_2,t1_p1_switch_in_3,t1_p1_switch_in_4,t1_p2_switch_in_1,t1_p2_switch_in_2,t1_p2_switch_in_3,t1_p2_switch_in_4,t1_p1_switch_out_1,t1_p1_switch_out_2,t1_p1_switch_out_3,t1_p1_switch_out_4,t1_p2_switch_out_1,t1_p2_switch_out_2,t1_p2_switch_out_3,t1_p2_switch_out_4,t1_p1_faint_1,t1_p1_faint_2,t1_p2_faint_1,t1_p2_faint_2,t2_p1_poke_1,t2_p1_poke_2,t2_p2_poke_1,t2_p2_poke_2,t2_p1_move_1,t2_p1_move_2,t2_p2_move_1,t2_p2_move_2,t2_p1_mm1,t2_p1_mm2,t2_p2_mm1,t2_p2_mm2,t2_p1_switch,t2_p2_switch,t2_p1_cant,t2_p2_cant,t2_p1_faint,t2_p2_faint,t2_weather,t2_terrain_1,t2_terrain_2,t2_terrain_3,t2_terrain_4,t2_terrain_5,t2_p1_order_1,t2_p1_order_2,t2_p1_order_3,t2_p1_order_4,t2_p2_order_1,t2_p2_order_2,t2_p2_order_3,t2_p2_order_4,t2_p1_switch_in_1,t2_p1_switch_in_2,t2_p1_switch_in_3,t2_p1_switch_in_4,t2_p2_switch_in_1,t2_p2_switch_in_2,t2_p2_switch_in_3,t2_p2_switch_in_4,t2_p1_switch_out_1,t2_p1_switch_out_2,t2_p1_switch_out_3,t2_p1_switch_out_4,t2_p2_switch_out_1,t2_p2_switch_out_2,t2_p2_switch_out_3,t2_p2_switch_out_4,t2_p1_faint_1,t2_p1_faint_2,t2_p2_faint_1,t2_p2_faint_2,t3_p1_poke_1,t3_p1_poke_2,t3_p2_poke_1,t3_p2_poke_2,t3_p1_move_1,t3_p1_move_2,t3_p2_move_1,t3_p2_move_2,t3_p1_mm1,t3_p1_mm2,t3_p2_mm1,t3_p2_mm2,t3_p1_switch,t3_p2_switch,t3_p1_cant,t3_p2_cant,t3_p1_faint,t3_p2_faint,t3_weather,t3_terrain_1,t3_terrain_2,t3_terrain_3,t3_terrain_4,t3_terrain_5,t3_p1_order_1,t3_p1_order_2,t3_p1_order_3,t3_p1_order_4,t3_p2_order_1,t3_p2_order_2,t3_p2_order_3,t3_p2_order_4,t3_p1_switch_in_1,t3_p1_switch_in_2,t3_p1_switch_in_3,t3_p1_switch_in_4,t3_p2_switch_in_1,t3_p2_switch_in_2,t3_p2_switch_in_3,t3_p2_switch_in_4,t3_p1_switch_out_1,t3_p1_switch_out_2,t3_p1_switch_out_3,t3_p1_switch_out_4,t3_p2_switch_out_1,t3_p2_switch_out_2,t3_p2_switch_out_3,t3_p2_switch_out_4,t3_p1_faint_1,t3_p1_faint_2,t3_p2_faint_1,t3_p2_faint_2,t4_p1_poke_1,t4_p1_poke_2,t4_p2_poke_1,t4_p2_poke_2,t4_p1_move_1,t4_p1_move_2,t4_p2_move_1,t4_p2_move_2,t4_p1_mm1,t4_p1_mm2,t4_p2_mm1,t4_p2_mm2,t4_p1_switch,t4_p2_switch,t4_p1_cant,t4_p2_cant,t4_p1_faint,t4_p2_faint,t4_weather,t4_terrain_1,t4_terrain_2,t4_terrain_3,t4_terrain_4,t4_terrain_5,t4_p1_order_1,t4_p1_order_2,t4_p1_order_3,t4_p1_order_4,t4_p2_order_1,t4_p2_order_2,t4_p2_order_3,t4_p2_order_4,t4_p1_switch_in_1,t4_p1_switch_in_2,t4_p1_switch_in_3,t4_p1_switch_in_4,t4_p2_switch_in_1,t4_p2_switch_in_2,t4_p2_switch_in_3,t4_p2_switch_in_4,t4_p1_switch_out_1,t4_p1_switch_out_2,t4_p1_switch_out_3,t4_p1_switch_out_4,t4_p2_switch_out_1,t4_p2_switch_out_2,t4_p2_switch_out_3,t4_p2_switch_out_4,t4_p1_faint_1,t4_p1_faint_2,t4_p2_faint_1,t4_p2_faint_2,t5_p1_poke_1,t5_p1_poke_2,t5_p2_poke_1,t5_p2_poke_2,t5_p1_move_1,t5_p1_move_2,t5_p2_move_1,t5_p2_move_2,t5_p1_mm1,t5_p1_mm2,t5_p2_mm1,t5_p2_mm2,t5_p1_switch,t5_p2_switch,t5_p1_cant,t5_p2_cant,t5_p1_faint,t5_p2_faint,t5_weather,t5_terrain_1,t5_terrain_2,t5_terrain_3,t5_terrain_4,t5_terrain_5,t5_p1_order_1,t5_p1_order_2,t5_p1_order_3,t5_p1_order_4,t5_p2_order_1,t5_p2_order_2,t5_p2_order_3,t5_p2_order_4,t5_p1_switch_in_1,t5_p1_switch_in_2,t5_p1_switch_in_3,t5_p1_switch_in_4,t5_p2_switch_in_1,t5_p2_switch_in_2,t5_p2_switch_in_3,t5_p2_switch_in_4,t5_p1_switch_out_1,t5_p1_switch_out_2,t5_p1_switch_out_3,t5_p1_switch_out_4,t5_p2_switch_out_1,t5_p2_switch_out_2,t5_p2_switch_out_3,t5_p2_switch_out_4,t5_p1_faint_1,t5_p1_faint_2,t5_p2_faint_1,t5_p2_faint_2,t6_p1_poke_1,t6_p1_poke_2,t6_p2_poke_1,t6_p2_poke_2,t6_p1_move_1,t6_p1_move_2,t6_p2_move_1,t6_p2_move_2,t6_p1_mm1,t6_p1_mm2,t6_p2_mm1,t6_p2_mm2,t6_p1_switch,t6_p2_switch,t6_p1_cant,t6_p2_cant,t6_p1_faint,t6_p2_faint,t6_weather,t6_terrain_1,t6_terrain_2,t6_terrain_3,t6_terrain_4,t6_terrain_5,t6_p1_order_1,t6_p1_order_2,t6_p1_order_3,t6_p1_order_4,t6_p2_order_1,t6_p2_order_2,t6_p2_order_3,t6_p2_order_4,t6_p1_switch_in_1,t6_p1_switch_in_2,t6_p1_switch_in_3,t6_p1_switch_in_4,t6_p2_switch_in_1,t6_p2_switch_in_2,t6_p2_switch_in_3,t6_p2_switch_in_4,t6_p1_switch_out_1,t6_p1_switch_out_2,t6_p1_switch_out_3,t6_p1_switch_out_4,t6_p2_switch_out_1,t6_p2_switch_out_2,t6_p2_switch_out_3,t6_p2_switch_out_4,t6_p1_faint_1,t6_p1_faint_2,t6_p2_faint_1,t6_p2_faint_2,t7_p1_poke_1,t7_p1_poke_2,t7_p2_poke_1,t7_p2_poke_2,t7_p1_move_1,t7_p1_move_2,t7_p2_move_1,t7_p2_move_2,t7_p1_mm1,t7_p1_mm2,t7_p2_mm1,t7_p2_mm2,t7_p1_switch,t7_p2_switch,t7_p1_cant,t7_p2_cant,t7_p1_faint,t7_p2_faint,t7_weather,t7_terrain_1,t7_terrain_2,t7_terrain_3,t7_terrain_4,t7_terrain_5,t7_p1_order_1,t7_p1_order_2,t7_p1_order_3,t7_p1_order_4,t7_p2_order_1,t7_p2_order_2,t7_p2_order_3,t7_p2_order_4,t7_p1_switch_in_1,t7_p1_switch_in_2,t7_p1_switch_in_3,t7_p1_switch_in_4,t7_p2_switch_in_1,t7_p2_switch_in_2,t7_p2_switch_in_3,t7_p2_switch_in_4,t7_p1_switch_out_1,t7_p1_switch_out_2,t7_p1_switch_out_3,t7_p1_switch_out_4,t7_p2_switch_out_1,t7_p2_switch_out_2,t7_p2_switch_out_3,t7_p2_switch_out_4,t7_p1_faint_1,t7_p1_faint_2,t7_p2_faint_1,t7_p2_faint_2,t8_p1_poke_1,t8_p1_poke_2,t8_p2_poke_1,t8_p2_poke_2,t8_p1_move_1,t8_p1_move_2,t8_p2_move_1,t8_p2_move_2,t8_p1_mm1,t8_p1_mm2,t8_p2_mm1,t8_p2_mm2,t8_p1_switch,t8_p2_switch,t8_p1_cant,t8_p2_cant,t8_p1_faint,t8_p2_faint,t8_weather,t8_terrain_1,t8_terrain_2,t8_terrain_3,t8_terrain_4,t8_terrain_5,t8_p1_order_1,t8_p1_order_2,t8_p1_order_3,t8_p1_order_4,t8_p2_order_1,t8_p2_order_2,t8_p2_order_3,t8_p2_order_4,t8_p1_switch_in_1,t8_p1_switch_in_2,t8_p1_switch_in_3,t8_p1_switch_in_4,t8_p2_switch_in_1,t8_p2_switch_in_2,t8_p2_switch_in_3,t8_p2_switch_in_4,t8_p1_switch_out_1,t8_p1_switch_out_2,t8_p1_switch_out_3,t8_p1_switch_out_4,t8_p2_switch_out_1,t8_p2_switch_out_2,t8_p2_switch_out_3,t8_p2_switch_out_4,t8_p1_faint_1,t8_p1_faint_2,t8_p2_faint_1,t8_p2_faint_2,t9_p1_poke_1,t9_p1_poke_2,t9_p2_poke_1,t9_p2_poke_2,t9_p1_move_1,t9_p1_move_2,t9_p2_move_1,t9_p2_move_2,t9_p1_mm1,t9_p1_mm2,t9_p2_mm1,t9_p2_mm2,t9_p1_switch,t9_p2_switch,t9_p1_cant,t9_p2_cant,t9_p1_faint,t9_p2_faint,t9_weather,t9_terrain_1,t9_terrain_2,t9_terrain_3,t9_terrain_4,t9_terrain_5,t9_p1_order_1,t9_p1_order_2,t9_p1_order_3,t9_p1_order_4,t9_p2_order_1,t9_p2_order_2,t9_p2_order_3,t9_p2_order_4,t9_p1_switch_in_1,t9_p1_switch_in_2,t9_p1_switch_in_3,t9_p1_switch_in_4,t9_p2_switch_in_1,t9_p2_switch_in_2,t9_p2_switch_in_3,t9_p2_switch_in_4,t9_p1_switch_out_1,t9_p1_switch_out_2,t9_p1_switch_out_3,t9_p1_switch_out_4,t9_p2_switch_out_1,t9_p2_switch_out_2,t9_p2_switch_out_3,t9_p2_switch_out_4,t9_p1_faint_1,t9_p1_faint_2,t9_p2_faint_1,t9_p2_faint_2,t10_p1_poke_1,t10_p1_poke_2,t10_p2_poke_1,t10_p2_poke_2,t10_p1_move_1,t10_p1_move_2,t10_p2_move_1,t10_p2_move_2,t10_p1_mm1,t10_p1_mm2,t10_p2_mm1,t10_p2_mm2,t10_p1_switch,t10_p2_switch,t10_p1_cant,t10_p2_cant,t10_p1_faint,t10_p2_faint,t10_weather,t10_terrain_1,t10_terrain_2,t10_terrain_3,t10_terrain_4,t10_terrain_5,t10_p1_order_1,t10_p1_order_2,t10_p1_order_3,t10_p1_order_4,t10_p2_order_1,t10_p2_order_2,t10_p2_order_3,t10_p2_order_4,t10_p1_switch_in_1,t10_p1_switch_in_2,t10_p1_switch_in_3,t10_p1_switch_in_4,t10_p2_switch_in_1,t10_p2_switch_in_2,t10_p2_switch_in_3,t10_p2_switch_in_4,t10_p1_switch_out_1,t10_p1_switch_out_2,t10_p1_switch_out_3,t10_p1_switch_out_4,t10_p2_switch_out_1,t10_p2_switch_out_2,t10_p2_switch_out_3,t10_p2_switch_out_4,t10_p1_faint_1,t10_p1_faint_2,t10_p2_faint_1,t10_p2_faint_2,t11_p1_poke_1,t11_p1_poke_2,t11_p2_poke_1,t11_p2_poke_2,t11_p1_move_1,t11_p1_move_2,t11_p2_move_1,t11_p2_move_2,t11_p1_mm1,t11_p1_mm2,t11_p2_mm1,t11_p2_mm2,t11_p1_switch,t11_p2_switch,t11_p1_cant,t11_p2_cant,t11_p1_faint,t11_p2_faint,t11_weather,t11_terrain_1,t11_terrain_2,t11_terrain_3,t11_terrain_4,t11_terrain_5,t11_p1_order_1,t11_p1_order_2,t11_p1_order_3,t11_p1_order_4,t11_p2_order_1,t11_p2_order_2,t11_p2_order_3,t11_p2_order_4,t11_p1_switch_in_1,t11_p1_switch_in_2,t11_p1_switch_in_3,t11_p1_switch_in_4,t11_p2_switch_in_1,t11_p2_switch_in_2,t11_p2_switch_in_3,t11_p2_switch_in_4,t11_p1_switch_out_1,t11_p1_switch_out_2,t11_p1_switch_out_3,t11_p1_switch_out_4,t11_p2_switch_out_1,t11_p2_switch_out_2,t11_p2_switch_out_3,t11_p2_switch_out_4,t11_p1_faint_1,t11_p1_faint_2,t11_p2_faint_1,t11_p2_faint_2
1368,0,14,873819525,1552175129,1,plantareal,berlineuic,1,0,8,2,2,2,1,1,1,2,2,0,crobat,salamence,landorustherian,gengar,incineroar,xerneas,groudon,missingno,dewgong@gengar@incineroar@landorustherian@tapufini@zekrom,crobat@groudon@incineroar@salamence@tapukoko@xerneas,dewgong,gengar,incineroar,landorustherian,tapufini,zekrom,crobat,groudon,incineroar,salamence,tapukoko,xerneas,zekrom,groudon@xerneas,zekrom,missingno,groudon,xerneas,gengar@incineroar,crobat@salamence,gengar,incineroar,crobat,salamence,dewgong@landorustherian,groudon@xerneas,dewgong,landorustherian,groudon,xerneas,dewgong,0,3,0,0,3,gengar,1,8,1,1,9,incineroar,1,8,0,1,8,landorustherian,1,1,0,0,1,crobat,1,9,0,1,9,groudon,1,4,1,0,5,salamence,1,7,2,1,9,xerneas,1,5,0,0,5,gengar,incineroar,crobat,salamence,fakeout,empty,taunt,empty,fakeout@incineroar@salamence,cant@gengar,taunt@crobat@gengar,cant@salamence,0,0,1,1,0,0,none,empty,empty,empty,empty,empty,incineroar,opponent,empty,empty,opponent,crobat,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,gengar,incineroar,crobat,salamence,protect,empty,doubleedge,tailwind,protect@incineroar@[self],empty,doubleedge@salamence@gengar,tailwind@crobat@[self],1,0,0,0,0,0,none,empty,empty,empty,empty,empty,incineroar,opponent,opponent,empty,opponent,crobat,salamence,empty,dewgong,empty,empty,empty,empty,empty,empty,empty,gengar,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,dewgong,incineroar,crobat,salamence,icywind,empty,doubleedge,superfang,icywind@dewgong@[spread],empty,doubleedge@salamence@dewgong,superfang@crobat@incineroar,1,0,0,0,0,0,none,empty,empty,empty,empty,empty,opponent,opponent,dewgong,empty,crobat,salamence,opponent,empty,landorustherian,empty,empty,empty,empty,empty,empty,empty,incineroar,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,dewgong,landorustherian,crobat,salamence,protect,empty,doubleedge,superfang,protect@dewgong@[self],empty,doubleedge@salamence@dewgong,superfang@crobat@dewgong,1,0,0,0,0,0,none,empty,empty,empty,empty,empty,dewgong,opponent,opponent,empty,opponent,salamence,crobat,empty,gengar,empty,empty,empty,empty,empty,empty,empty,landorustherian,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,dewgong,gengar,crobat,salamence,protect,empty,bulldoze,taunt,protect@gengar@[self],empty,bulldoze@salamence@[spread],taunt@crobat@gengar,1,0,0,0,0,0,none,empty,empty,empty,empty,empty,gengar,opponent,opponent,empty,opponent,salamence,crobat,empty,incineroar,empty,empty,empty,empty,empty,empty,empty,dewgong,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,gengar,incineroar,crobat,salamence,fakeout,perishsong,tailwind,empty,fakeout@incineroar@salamence,perishsong@gengar@[self],tailwind@crobat@[self],cant@salamence,0,0,0,1,0,0,none,empty,empty,empty,empty,empty,incineroar,gengar,opponent,empty,opponent,opponent,crobat,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,gengar,incineroar,crobat,salamence,protect,protect,doubleedge,haze,protect@gengar@[self],protect@incineroar@[self],doubleedge@salamence@incineroar,haze@crobat@[self],0,0,0,0,0,0,none,empty,empty,empty,empty,empty,gengar,incineroar,opponent,opponent,opponent,opponent,salamence,crobat,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,gengar,incineroar,crobat,salamence,uturn,empty,doubleedge,superfang,uturn@incineroar@crobat,empty,doubleedge@salamence@gengar,superfang@crobat@gengar,2,0,0,0,0,0,none,empty,empty,empty,empty,empty,opponent,opponent,incineroar,empty,crobat,salamence,opponent,empty,landorustherian,gengar,empty,empty,empty,empty,empty,empty,gengar,incineroar,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,gengar,landorustherian,crobat,salamence,protect,protect,doubleedge,haze,protect@gengar@[self],protect@landorustherian@[self],doubleedge@salamence@landorustherian,haze@crobat@[self],0,2,0,0,0,2,none,empty,empty,empty,empty,empty,gengar,landorustherian,opponent,opponent,opponent,opponent,crobat,salamence,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,crobat,salamence,gengar,landorustherian,groudon,xerneas,substitute,empty,earthpower,moonblast,substitute@gengar@[self],empty,earthpower@groudon@gengar,moonblast@xerneas@landorustherian,1,0,0,0,1,0,desolateland,empty,empty,empty,empty,empty,gengar,opponent,opponent,empty,opponent,xerneas,groudon,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,landorustherian,empty,empty,empty,gengar,incineroar,groudon,xerneas,fakeout,perishsong,geomancy,empty,fakeout@incineroar@groudon,perishsong@gengar@[self],geomancy@xerneas@[still],cant@groudon,0,0,0,1,0,0,desolateland,empty,empty,empty,empty,empty,incineroar,gengar,opponent,empty,opponent,opponent,xerneas,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty
0,0,5,872077981,1551893599,2,plantareal,niveaman,0,1,6,4,1,0,0,0,0,0,0,0,gengar,missingno,missingno,missingno,missingno,missingno,missingno,missingno,amoonguss@gengar@groudon@incineroar@landorustherian@zekrom,hitmontop@incineroar@rayquaza@togedemaru@tornadus@xerneas,amoonguss,gengar,groudon,incineroar,landorustherian,zekrom,hitmontop,incineroar,rayquaza,togedemaru,tornadus,xerneas,groudon@zekrom,rayquaza@xerneas,groudon,zekrom,rayquaza,xerneas,gengar@incineroar,incineroar@rayquaza,gengar,incineroar,incineroar,rayquaza,amoonguss@landorustherian,hitmontop@xerneas,amoonguss,landorustherian,hitmontop,xerneas,amoonguss,0,0,0,0,0,gengar,1,1,0,1,1,incineroar,0,2,0,1,2,landorustherian,0,2,0,0,2,hitmontop,0,0,0,0,0,incineroar,0,3,0,1,3,rayquaza,0,1,0,1,1,xerneas,0,2,0,0,2,gengar,incineroar,incineroar,rayquaza,shadowball,empty,dragonascent,maliciousmoonsault,shadowball@gengar@rayquaza,empty,dragonascent@rayquaza@gengar,maliciousmoonsault@incineroar@gengar,2,0,0,0,1,0,none,empty,empty,empty,empty,empty,gengar,opponent,opponent,empty,opponent,rayquaza,incineroar,empty,landorustherian,empty,empty,empty,empty,empty,empty,empty,incineroar,empty,empty,empty,empty,empty,empty,empty,gengar,empty,empty,empty,incineroar,landorustherian,incineroar,rayquaza,tectonicrage,uturn,empty,empty,tectonicrage@landorustherian@rayquaza,uturn@incineroar@rayquaza,empty,empty,1,3,0,0,0,0,deltastream,empty,empty,empty,empty,empty,landorustherian,incineroar,empty,empty,opponent,opponent,empty,empty,amoonguss,empty,empty,empty,hitmontop,xerneas,incineroar,empty,incineroar,empty,empty,empty,rayquaza,incineroar,hitmontop,empty,empty,empty,empty,empty,amoonguss,landorustherian,incineroar,xerneas,empty,empty,fakeout,geomancy,empty,empty,fakeout@incineroar@amoonguss,geomancy@xerneas@[still],2,0,0,0,0,0,none,empty,empty,empty,empty,empty,opponent,opponent,empty,empty,incineroar,xerneas,empty,empty,incineroar,landorustherian,empty,empty,empty,empty,empty,empty,landorustherian,amoonguss,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,incineroar,landorustherian,incineroar,xerneas,fakeout,uturn,protect,uturn,fakeout@incineroar@xerneas,uturn@landorustherian@incineroar,protect@xerneas@[self],uturn@incineroar@landorustherian,1,1,0,0,0,0,none,empty,empty,empty,empty,empty,opponent,incineroar,landorustherian,opponent,xerneas,opponent,opponent,incineroar,amoonguss,empty,empty,empty,rayquaza,empty,empty,empty,landorustherian,empty,empty,empty,incineroar,empty,empty,empty,empty,empty,empty,empty,amoonguss,incineroar,rayquaza,xerneas,empty,empty,empty,empty,empty,empty,empty,empty,0,0,0,0,0,0,deltastream,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,end,end,end,end,end,end,end,end,end,end,end,end,0,0,0,0,0,0,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,0,0,0,0,0,0,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,0,0,0,0,0,0,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,0,0,0,0,0,0,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,0,0,0,0,0,0,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,0,0,0,0,0,0,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end,end
